,SPECIES,COUNTRY,REGION,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,UNIFORMITY,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,TOTAL_CUP_POINTS,MOISTURE,COLOR,UNIT_OF_MEASUREMENT,ALTITUDE_LOW_METERS,ALTITUDE_HIGH_METERS,ALTITUDE_MEAN_METERS,COUNTRY_CODE,LATITUDE,LONGITUDE
130,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
131,Arabica,Guatemala,oriente,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5,0.12,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
132,Arabica,Guatemala,oriente,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
133,Arabica,Guatemala,oriente,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,0.11,Green,m,,,,GTM,15.5,-90.25
134,Arabica,Guatemala,huehuetenango,None,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5,0.01,None,m,1600.0,1600.0,1600.0,GTM,15.5,-90.25
135,Arabica,Guatemala,san marcos,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0.1,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
136,Arabica,Guatemala,san marcos,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,0.12,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
137,Arabica,Guatemala,el progreso,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0.12,Green,ft,157.8864,157.8864,157.8864,GTM,15.5,-90.25
138,Arabica,Guatemala,santa rosa,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,0.11,Green,m,,,,GTM,15.5,-90.25
139,Arabica,Guatemala,atitlan,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0.1,Green,m,1400.0,1400.0,1400.0,GTM,15.5,-90.25
140,Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0.1,Green,ft,1676.4,1676.4,1676.4,GTM,15.5,-90.25
141,Arabica,Guatemala,jalapa,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,Green,ft,1524.0,1524.0,1524.0,GTM,15.5,-90.25
142,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,0.12,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
143,Arabica,Guatemala,jalapa,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,Green,ft,1676.4,1828.8,1752.6,GTM,15.5,-90.25
144,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
145,Arabica,Guatemala,nuevo oriente,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,m,1450.0,1450.0,1450.0,GTM,15.5,-90.25
146,Arabica,Guatemala,antigua,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,Green,ft,1390.8024,1390.8024,1390.8024,GTM,15.5,-90.25
147,Arabica,Guatemala,atitlan,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,Blue-Green,m,1500.0,1500.0,1500.0,GTM,15.5,-90.25
148,Arabica,Guatemala,oriente,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,None,m,1350.0,1350.0,1350.0,GTM,15.5,-90.25
149,Arabica,Guatemala,san marcos,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,Green,m,,,,GTM,15.5,-90.25
150,Arabica,Guatemala,oriente,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,Green,ft,1402.08,1402.08,1402.08,GTM,15.5,-90.25
151,Arabica,Guatemala,oriente,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,Green,m,1901.0,1901.0,1901.0,GTM,15.5,-90.25
152,Arabica,Guatemala,santa rosa,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
153,Arabica,Guatemala,nuevo oriente,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,Green,m,1300.0,1800.0,1550.0,GTM,15.5,-90.25
154,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,Green,ft,157.8864,157.8864,157.8864,GTM,15.5,-90.25
155,Arabica,Guatemala,norte,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,Green,m,3280.0,3280.0,3280.0,GTM,15.5,-90.25
156,Arabica,Guatemala,oriente,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
157,Arabica,Guatemala,san marcos,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
158,Arabica,Guatemala,san marcos,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.1,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
159,Arabica,Guatemala,santa rosa,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
160,Arabica,Guatemala,jalapa,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,0.11,Green,ft,1676.4,1828.8,1752.6,GTM,15.5,-90.25
161,Arabica,Guatemala,huehuetenango,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,0.12,Green,m,190164.0,190164.0,190164.0,GTM,15.5,-90.25
162,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,0.12,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
163,Arabica,Guatemala,santa rosa,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
164,Arabica,Guatemala,santa rosa,None,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.5,0.12,Green,m,,,,GTM,15.5,-90.25
165,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,81.5,0.12,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
166,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,7.42,81.5,0.11,Green,m,,,,GTM,15.5,-90.25
167,Arabica,Guatemala,san marcos,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,81.42,0.1,Green,ft,1371.6,1371.6,1371.6,GTM,15.5,-90.25
168,Arabica,Guatemala,"san lucas toliman, solola",Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,81.42,0.1,Green,m,1550.0,1550.0,1550.0,GTM,15.5,-90.25
169,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,81.42,0.12,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
170,Arabica,Guatemala,huehuetenango,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,0.09,Bluish-Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
171,Arabica,Guatemala,"sacatepequez, guatemala",Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,0.11,Green,ft,1524.0,1524.0,1524.0,GTM,15.5,-90.25
172,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,0.12,Green,m,1450.0,1450.0,1450.0,GTM,15.5,-90.25
173,Arabica,Guatemala,norte,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,Green,m,3280.0,3280.0,3280.0,GTM,15.5,-90.25
174,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
175,Arabica,Guatemala,oriente,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,Green,m,1901.0,1901.0,1901.0,GTM,15.5,-90.25
176,Arabica,Guatemala,jalapa,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,Green,ft,1524.0,1524.0,1524.0,GTM,15.5,-90.25
177,Arabica,Guatemala,orient,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,Green,m,1200.0,1200.0,1200.0,GTM,15.5,-90.25
178,Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,Green,ft,1658.112,1755.648,1706.88,GTM,15.5,-90.25
179,Arabica,Guatemala,antigua,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,Green,m,1500.0,1500.0,1500.0,GTM,15.5,-90.25
180,Arabica,Guatemala,"san lucas toliman, solola",Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,Green,m,1550.0,1550.0,1550.0,GTM,15.5,-90.25
181,Arabica,Guatemala,oriente,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,Green,m,,,,GTM,15.5,-90.25
182,Arabica,Guatemala,oriente,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,Green,m,,,,GTM,15.5,-90.25
183,Arabica,Guatemala,huehuetenango,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,Green,ft,1383.792,1383.792,1383.792,GTM,15.5,-90.25
184,Arabica,Guatemala,santa rosa,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,Green,m,1500.0,1500.0,1500.0,GTM,15.5,-90.25
185,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
186,Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,Green,ft,1859.28,1859.28,1859.28,GTM,15.5,-90.25
187,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
188,Arabica,Guatemala,oriente,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,Green,m,1400.0,1400.0,1400.0,GTM,15.5,-90.25
189,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
190,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
191,Arabica,Guatemala,san marcos,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
192,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,Green,m,190164.0,190164.0,190164.0,GTM,15.5,-90.25
193,Arabica,Guatemala,antigua,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,79.75,0.0,Green,m,,,,GTM,15.5,-90.25
194,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
195,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,79.67,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
196,Arabica,Guatemala,"chuva, san marcos",None,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,79.58,0.17,None,ft,1066.8,1584.96,1325.88,GTM,15.5,-90.25
197,Arabica,Guatemala,oriente,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
198,Arabica,Guatemala,oriente,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,79.42,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
199,Arabica,Guatemala,oriente,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,79.33,0.11,Green,m,,,,GTM,15.5,-90.25
200,Arabica,Guatemala,santa rosa,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
201,Arabica,Guatemala,occidente,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,Green,m,1320.0,1320.0,1320.0,GTM,15.5,-90.25
202,Arabica,Guatemala,nuevo oriente,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,Green,m,1300.0,1800.0,1550.0,GTM,15.5,-90.25
203,Arabica,Guatemala,san marcos,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,Green,m,1700.0,1700.0,1700.0,GTM,15.5,-90.25
204,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,79.0,0.12,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
205,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,78.75,0.12,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
206,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,78.58,0.12,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
207,Arabica,Guatemala,oriente,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,6.67,78.33,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
208,Arabica,Guatemala,oriente,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,78.33,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
209,Arabica,Guatemala,oriente,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,7.0,78.33,0.11,Green,m,,,,GTM,15.5,-90.25
210,Arabica,Guatemala,oriente,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,7.25,78.0,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
211,Arabica,Guatemala,oriente,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,6.67,78.0,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
212,Arabica,Guatemala,oriente,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,7.17,77.92,0.11,Green,m,,,,GTM,15.5,-90.25
213,Arabica,Guatemala,oriente,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,6.5,77.83,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
214,Arabica,Guatemala,oriente,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,6.17,77.42,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
215,Arabica,Guatemala,oriente,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,Green,ft,1219.2,1219.2,1219.2,GTM,15.5,-90.25
216,Arabica,Guatemala,oriente,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,6.5,76.5,0.12,None,m,,,,GTM,15.5,-90.25
217,Arabica,Guatemala,oriente,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7.0,76.33,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
218,Arabica,Guatemala,oriente,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.17,76.33,0.11,None,m,,,,GTM,15.5,-90.25
219,Arabica,Guatemala,oriente,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,6.83,75.58,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
220,Arabica,Guatemala,oriente,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,6.5,75.58,0.12,None,m,,,,GTM,15.5,-90.25
221,Arabica,Guatemala,oriente,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,6.33,74.75,0.11,None,m,,,,GTM,15.5,-90.25
222,Arabica,Guatemala,oriente,Washed / Wet,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,6.42,74.75,0.11,None,m,,,,GTM,15.5,-90.25
223,Arabica,Guatemala,oriente,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,6.0,74.33,0.11,Green,ft,1310.64,1310.64,1310.64,GTM,15.5,-90.25
224,Arabica,Guatemala,nuevo oriente,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,1.33,6.67,59.83,0.1,Green,ft,1417.32,1417.32,1417.32,GTM,15.5,-90.25
225,Arabica,Brazil,,Natural / Dry,8.58,8.42,8.42,8.5,8.25,8.33,10.0,10.0,10.0,8.33,88.83,0.11,Bluish-Green,m,,,,BRA,-10,-55
226,Arabica,Brazil,south of minas,Natural / Dry,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.92,86.92,0.12,Green,m,1250.0,1250.0,1250.0,BRA,-10,-55
227,Arabica,Brazil,vale da grama,Natural / Dry,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,8.0,86.42,0.12,Green,m,1300.0,1300.0,1300.0,BRA,-10,-55
228,Arabica,Brazil,sul de minas - carmo de minas,None,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,8.08,86.17,0.08,None,m,12.0,12.0,12.0,BRA,-10,-55
229,Arabica,Brazil,sul de minas - carmo de minas,None,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,8.17,86.17,0.01,None,m,12.0,12.0,12.0,BRA,-10,-55
230,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,0.11,Blue-Green,m,1250.0,1250.0,1250.0,BRA,-10,-55
231,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,Blue-Green,m,1250.0,1250.0,1250.0,BRA,-10,-55
232,Arabica,Brazil,grama valley,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,Green,m,1100.0,1100.0,1100.0,BRA,-10,-55
233,Arabica,Brazil,south of minas,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,Green,m,1200.0,1200.0,1200.0,BRA,-10,-55
234,Arabica,Brazil,south of minas,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,Green,m,1000.0,1000.0,1000.0,BRA,-10,-55
235,Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,Green,m,1300.0,1300.0,1300.0,BRA,-10,-55
236,Arabica,Brazil,mountains of minas gerais,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,Blue-Green,m,1100.0,1100.0,1100.0,BRA,-10,-55
237,Arabica,Brazil,mmm,None,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0.0,None,m,,,,BRA,-10,-55
238,Arabica,Brazil,test,None,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0.0,None,m,,,,BRA,-10,-55
239,Arabica,Brazil,vale da grama,None,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,None,m,1200.0,1350.0,1275.0,BRA,-10,-55
240,Arabica,Brazil,south of minas,None,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,None,m,900.0,1200.0,1050.0,BRA,-10,-55
241,Arabica,Brazil,cerrado,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17,0.0,None,m,1150.0,1150.0,1150.0,BRA,-10,-55
242,Arabica,Brazil,"minas gerais, br",Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,Green,m,894.0,1183.0,1038.5,BRA,-10,-55
243,Arabica,Brazil,south of minas,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,Green,m,1260.0,1260.0,1260.0,BRA,-10,-55
244,Arabica,Brazil,south of minas,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,0.0,Green,m,890.0,890.0,890.0,BRA,-10,-55
245,Arabica,Brazil,south of minas,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,0.11,Green,m,934.0,934.0,934.0,BRA,-10,-55
246,Arabica,Brazil,south of minas,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83,0.0,Green,m,1.0,1.0,1.0,BRA,-10,-55
247,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,0.0,Green,m,1200.0,1200.0,1200.0,BRA,-10,-55
248,Arabica,Brazil,south of minas,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,0.1,Green,m,1260.0,1260.0,1260.0,BRA,-10,-55
249,Arabica,Brazil,carmo de minas,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,Green,m,1250.0,1250.0,1250.0,BRA,-10,-55
250,Arabica,Brazil,south of minas,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.11,Green,m,890.0,890.0,890.0,BRA,-10,-55
251,Arabica,Brazil,south of minas,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,0.11,Green,m,890.0,890.0,890.0,BRA,-10,-55
252,Arabica,Brazil,south of minas,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,0.11,Green,m,934.0,934.0,934.0,BRA,-10,-55
253,Arabica,Brazil,south of minas,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,Green,m,890.0,890.0,890.0,BRA,-10,-55
254,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,Blue-Green,m,1100.0,1100.0,1100.0,BRA,-10,-55
255,Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,Green,m,,,,BRA,-10,-55
256,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,Green,m,1227.0,1227.0,1227.0,BRA,-10,-55
257,Arabica,Brazil,campos altos - cerrado,None,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0.12,Green,m,,,,BRA,-10,-55
258,Arabica,Brazil,grama valley,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,Blue-Green,m,1200.0,1200.0,1200.0,BRA,-10,-55
259,Arabica,Brazil,south of minas,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,Green,m,890.0,890.0,890.0,BRA,-10,-55
260,Arabica,Brazil,south of minas,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,Green,m,1000.0,1000.0,1000.0,BRA,-10,-55
